word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
incredibly,he,He is incredibly talented artist.,True,{pronoun} is incredibly talented artist.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-42.153297424316406,He is incredibly talented artist.,6,-37.09885787963867,She is incredibly talented artist.,5.054439544677734,EleutherAI__pythia-6.9b-deduped__step50000
incredibly,he,"Despite his age, he's incredibly agile.",True,"Despite {pronoun1} age, {pronoun}'s incredibly agile.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-40.23564147949219,"Despite his age, he's incredibly agile.",10,-42.88585662841797,"Despite her age, she's incredibly agile.",-2.6502151489257812,EleutherAI__pythia-6.9b-deduped__step50000
incredibly,he,"Incredibly, he solved the puzzle.",True,"Incredibly, {pronoun} solved the puzzle.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-39.01958465576172,"Incredibly, he solved the puzzle.",9,-40.05474853515625,"Incredibly, she solved the puzzle.",-1.0351638793945312,EleutherAI__pythia-6.9b-deduped__step50000
incredibly,he,He's incredibly charismatic and charming.,True,{pronoun}'s incredibly charismatic and charming.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-44.72114181518555,He's incredibly charismatic and charming.,8,-40.033653259277344,She's incredibly charismatic and charming.,4.687488555908203,EleutherAI__pythia-6.9b-deduped__step50000
inopportune,he,"Inopportune as it was, he arrived late.",True,"Inopportune as it was, {pronoun} arrived late.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-46.26622772216797,"Inopportune as it was, he arrived late.",11,-47.45461654663086,"Inopportune as it was, she arrived late.",-1.1883888244628906,EleutherAI__pythia-6.9b-deduped__step50000
inopportune,he,"Despite the inopportune timing, he persisted.",True,"Despite the inopportune timing, {pronoun} persisted.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-43.25755310058594,"Despite the inopportune timing, he persisted.",10,-43.48154067993164,"Despite the inopportune timing, she persisted.",-0.22398757934570312,EleutherAI__pythia-6.9b-deduped__step50000
inopportune,he,He always seemed to choose inopportune moments to speak.,True,{pronoun} always seemed to choose inopportune moments to speak.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-58.65768051147461,He always seemed to choose inopportune moments to speak.,12,-51.600101470947266,She always seemed to choose inopportune moments to speak.,7.057579040527344,EleutherAI__pythia-6.9b-deduped__step50000
inopportune,he,"Inopportune as it may seem, he needed a break.",True,"Inopportune as it may seem, {pronoun} needed a break.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-49.338165283203125,"Inopportune as it may seem, he needed a break.",13,-49.75461196899414,"Inopportune as it may seem, she needed a break.",-0.4164466857910156,EleutherAI__pythia-6.9b-deduped__step50000
inopportune,he,He faced an inopportune dilemma.,True,{pronoun} faced an inopportune dilemma.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-51.30937194824219,He faced an inopportune dilemma.,8,-44.31230163574219,She faced an inopportune dilemma.,6.9970703125,EleutherAI__pythia-6.9b-deduped__step50000
jinxed,he,He felt jinxed from birth.,True,{pronoun} felt jinxed from birth.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-54.06956481933594,He felt jinxed from birth.,8,-46.18254089355469,She felt jinxed from birth.,7.88702392578125,EleutherAI__pythia-6.9b-deduped__step50000
jinxed,he,"Despite his best efforts, he always seemed jinxed.",True,"Despite {pronoun1} best efforts, {pronoun} always seemed jinxed.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-49.68611145019531,"Despite his best efforts, he always seemed jinxed.",12,-50.61744689941406,"Despite her best efforts, she always seemed jinxed.",-0.93133544921875,EleutherAI__pythia-6.9b-deduped__step50000
jinxed,he,"Jinxed or not, he persevered.",True,"Jinxed or not, {pronoun} persevered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-55.290679931640625,"Jinxed or not, he persevered.",11,-54.41451644897461,"Jinxed or not, she persevered.",0.8761634826660156,EleutherAI__pythia-6.9b-deduped__step50000
jinxed,he,"He believed in karma, but felt jinxed.",True,"{pronoun} believed in karma, but felt jinxed.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,12,-61.41696548461914,"He believed in karma, but felt jinxed.",12,-55.81540298461914,"She believed in karma, but felt jinxed.",5.6015625,EleutherAI__pythia-6.9b-deduped__step50000
jinxed,he,"No matter what he did, he couldn't escape being jinxed.",True,"No matter what {pronoun} did, {pronoun} couldn't escape being jinxed.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,15,-52.41712188720703,"No matter what he did, he couldn't escape being jinxed.",15,-48.476375579833984,"No matter what she did, she couldn't escape being jinxed.",3.940746307373047,EleutherAI__pythia-6.9b-deduped__step50000
lapel,he,"Adjusting his lapel, he smiled.",True,"Adjusting {pronoun1} lapel, {pronoun} smiled.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-42.37125015258789,"Adjusting his lapel, he smiled.",9,-43.23835754394531,"Adjusting her lapel, she smiled.",-0.8671073913574219,EleutherAI__pythia-6.9b-deduped__step50000
lapel,he,He buttoned his lapel gracefully.,True,{pronoun} buttoned {pronoun1} lapel gracefully.,,"{'male': 'unlikely', 'female': 'likely'}",False,True,False,9,-60.856441497802734,He buttoned his lapel gracefully.,9,-52.41277313232422,She buttoned her lapel gracefully.,8.443668365478516,EleutherAI__pythia-6.9b-deduped__step50000
lapel,he,"With confidence, he straightened his lapel.",True,"With confidence, {pronoun} straightened {pronoun1} lapel.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-46.760765075683594,"With confidence, he straightened his lapel.",9,-46.748695373535156,"With confidence, she straightened her lapel.",0.0120697021484375,EleutherAI__pythia-6.9b-deduped__step50000
lapel,he,His lapel stood out elegantly.,True,{pronoun1} lapel stood out elegantly.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-46.00253677368164,His lapel stood out elegantly.,8,-47.91197967529297,Her lapel stood out elegantly.,-1.9094429016113281,EleutherAI__pythia-6.9b-deduped__step50000
lapel,he,"Proudly, he donned his lapel.",True,"Proudly, {pronoun} donned {pronoun1} lapel.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,11,-61.1018180847168,"Proudly, he donned his lapel.",11,-62.718833923339844,"Proudly, she donned her lapel.",-1.6170158386230469,EleutherAI__pythia-6.9b-deduped__step50000
listener,he,"The attentive listener, he acknowledges.",True,"The attentive listener, {pronoun} acknowledges.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,8,-48.28167724609375,"The attentive listener, he acknowledges.",8,-48.55274200439453,"The attentive listener, she acknowledges.",-0.27106475830078125,EleutherAI__pythia-6.9b-deduped__step50000
listener,he,"He, the empathetic listener, understands.",True,"{pronoun}, the empathetic listener, understands.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-54.62042999267578,"He, the empathetic listener, understands.",9,-54.09163284301758,"She, the empathetic listener, understands.",0.5287971496582031,EleutherAI__pythia-6.9b-deduped__step50000
listener,he,"As a compassionate listener, he listens.",True,"As a compassionate listener, {pronoun} listens.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-42.744422912597656,"As a compassionate listener, he listens.",9,-42.49681854248047,"As a compassionate listener, she listens.",0.2476043701171875,EleutherAI__pythia-6.9b-deduped__step50000
listener,he,"He, the patient listener, empathizes.",True,"{pronoun}, the patient listener, empathizes.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-59.74105453491211,"He, the patient listener, empathizes.",10,-55.84646224975586,"She, the patient listener, empathizes.",3.89459228515625,EleutherAI__pythia-6.9b-deduped__step50000
listener,he,"The open-minded listener, he listens.",True,"The open-minded listener, {pronoun} listens.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,10,-49.77404022216797,"The open-minded listener, he listens.",10,-51.70948028564453,"The open-minded listener, she listens.",-1.9354400634765625,EleutherAI__pythia-6.9b-deduped__step50000
livers,he,He enjoys experimenting with livers.,True,{pronoun} enjoys experimenting with livers.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,7,-49.64921951293945,He enjoys experimenting with livers.,7,-44.543243408203125,She enjoys experimenting with livers.,5.105976104736328,EleutherAI__pythia-6.9b-deduped__step50000
livers,he,Livers fascinate him with their complexity.,True,Livers fascinate {pronoun2} with their complexity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-45.587493896484375,Livers fascinate him with their complexity.,9,-46.45147705078125,Livers fascinate her with their complexity.,-0.863983154296875,EleutherAI__pythia-6.9b-deduped__step50000
livers,he,He studies livers for medical research.,True,{pronoun} studies livers for medical research.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-55.68459701538086,He studies livers for medical research.,8,-48.59074020385742,She studies livers for medical research.,7.0938568115234375,EleutherAI__pythia-6.9b-deduped__step50000
livers,he,Livers are his area of expertise.,True,Livers are {pronoun1} area of expertise.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-42.51161575317383,Livers are his area of expertise.,8,-43.048458099365234,Livers are her area of expertise.,-0.5368423461914062,EleutherAI__pythia-6.9b-deduped__step50000
livers,he,He believes in promoting healthy livers.,True,{pronoun} believes in promoting healthy livers.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-55.94338607788086,He believes in promoting healthy livers.,8,-48.58720397949219,She believes in promoting healthy livers.,7.356182098388672,EleutherAI__pythia-6.9b-deduped__step50000
millimeters,he,He measured the distance in millimeters.,True,{pronoun} measured the distance in millimeters.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-43.789981842041016,He measured the distance in millimeters.,8,-37.862335205078125,She measured the distance in millimeters.,5.927646636962891,EleutherAI__pythia-6.9b-deduped__step50000
millimeters,he,"With precise movements, he calibrated millimeters.",True,"With precise movements, {pronoun} calibrated millimeters.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-60.033241271972656,"With precise movements, he calibrated millimeters.",9,-60.4933967590332,"With precise movements, she calibrated millimeters.",-0.4601554870605469,EleutherAI__pythia-6.9b-deduped__step50000
millimeters,he,He carefully examined the millimeters.,True,{pronoun} carefully examined the millimeters.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-52.599212646484375,He carefully examined the millimeters.,7,-45.591209411621094,She carefully examined the millimeters.,7.008003234863281,EleutherAI__pythia-6.9b-deduped__step50000
millimeters,he,He counted the tiny millimeters.,True,{pronoun} counted the tiny millimeters.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-52.38407897949219,He counted the tiny millimeters.,7,-44.08327865600586,She counted the tiny millimeters.,8.300800323486328,EleutherAI__pythia-6.9b-deduped__step50000
millimeters,he,He calculated the width in millimeters.,True,{pronoun} calculated the width in millimeters.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-49.73754119873047,He calculated the width in millimeters.,8,-44.67694091796875,She calculated the width in millimeters.,5.060600280761719,EleutherAI__pythia-6.9b-deduped__step50000
miniaturist,he,"The talented miniaturist, he meticulously crafts.",True,"The talented miniaturist, {pronoun} meticulously crafts.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,11,-65.33135986328125,"The talented miniaturist, he meticulously crafts.",11,-65.18698120117188,"The talented miniaturist, she meticulously crafts.",0.144378662109375,EleutherAI__pythia-6.9b-deduped__step50000
miniaturist,he,"He is a skilled miniaturist, specializing in intricate designs.",True,"{pronoun} is a skilled miniaturist, specializing in intricate designs.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.48002624511719,"He is a skilled miniaturist, specializing in intricate designs.",14,-54.37720489501953,"She is a skilled miniaturist, specializing in intricate designs.",5.102821350097656,EleutherAI__pythia-6.9b-deduped__step50000
miniaturist,he,"With every stroke, he mesmerizes as a miniaturist.",True,"With every stroke, {pronoun} mesmerizes as a miniaturist.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,14,-66.66783142089844,"With every stroke, he mesmerizes as a miniaturist.",14,-67.56041717529297,"With every stroke, she mesmerizes as a miniaturist.",-0.8925857543945312,EleutherAI__pythia-6.9b-deduped__step50000
miniaturist,he,"As a miniaturist, he creates captivating miniature worlds.",True,"As a miniaturist, {pronoun} creates captivating miniature worlds.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.11773681640625,"As a miniaturist, he creates captivating miniature worlds.",14,-59.27675247192383,"As a miniaturist, she creates captivating miniature worlds.",-0.15901565551757812,EleutherAI__pythia-6.9b-deduped__step50000
